Gene,Slope,P-value,FDR
HMGA1P2,0.0150329375377874,0.8479479116251512,
RP11-692D12.1,-0.0360609075331702,0.607315710577656,
SNORA3,-0.027042441914905,0.1521572445601214,
RP11-580P21.1,0.0007095791000669,0.9745691052824988,
ALB,-0.6962671038076736,0.0517717791652162,
AFP,-0.0069655057451587,0.9045073736900696,
AFM,-0.1491139014157164,0.3149957529905238,
RP11-622A1.2,0.011464031485374,0.755128311656509,
RP11-622A1.1,-0.0042219139350599,0.5253078538321214,
RASSF6,0.0279793287487238,0.8143121899903377,
AC112518.3,-0.0138988662565722,0.4018204589470178,
CXCL8,-0.5279169302130204,0.1525094801547096,
RP11-447E20.1,0.0086202614573516,0.1384649272292739,
CXCL6,0.1737032818377944,0.1748298184200579,
PF4V1,0.2125336135015977,0.0953100788673311,
CXCL1,0.0881262227071373,0.2733449654936233,
HNRNPA1P55,-0.0214955943175978,0.5533968858805436,
CXCL1P1,-0.0016543659528992,0.9097123169225668,
PF4,0.1590143052920747,0.1311296882998488,
PPBP,0.292168239763333,0.0152594567404706,
CXCL5,0.3393264713310149,0.0061790931262816,
RN7SL218P,0.0016341309942845,0.6779380867474418,
CXCL3,-0.1323428281820204,0.2712523976840279,
PPBPP2,-0.0049529689548598,0.9073301223478916,
RP11-629B11.4,-0.0255237791628639,0.36382748476387,
CXCL2,-0.2607048446235555,0.079566493563271,
MTHFD2L,0.1012288781605656,0.0403414174568392,
RP11-629B11.5,0.0271255223921317,0.6009739605606006,
EPGN,-0.0705045705261372,0.3910168710529149,
EREG,-0.3146731142479464,0.1178726557165041,
RP11-727M10.1,-0.0053209033887025,0.3947607813767306,
AREG,-0.3695413701521829,0.0800249209663123,
AC142293.3,-0.0091892778004631,0.4848230599340082,
BTC,0.0134184769025916,0.8713772071057835,
HSPE1P23,0.0031152247069761,0.4209624695987872,
PARM1,0.0929953696112537,0.2629966407029098,
RP11-44F21.3,0.0225684027631639,0.603397877415032,
RP11-44F21.2,0.0150220867444092,0.4828309567301073,
RP11-44F21.5,0.0384773393972725,0.5555732433404499,
RP11-44F21.4,0.0082266378421005,0.1492465879454546,
RP11-598G2.1,0.003069659696409,0.160331469623616,
RP11-542G1.1,0.0040396521666657,0.762748763819724,
RP11-542G1.2,0.0255968666591443,0.0291669878858483,
RP11-542G1.3,-0.0046221008298811,0.5847033058835017,
RP11-567N4.2,0.0014952683685123,0.9374714335112384,
RP11-567N4.3,-0.0208146724500389,0.1918250956729224,
RCHY1,0.1183740841329902,0.0106968903483943,
THAP6,0.1805724334599628,0.0007406475006974,
C4orf26,0.0687848030702557,0.4083188980239617,
CDKL2,-0.0747419762804747,0.3656398129841349,
G3BP2,-0.0421513772553837,0.320123038677797,
USO1,0.106619020930779,0.0091937999467299,
RNU2-16P,-0.0025066225502019,0.4768112374906381,
RP11-556N4.1,-0.0334284763495877,0.2502496970052372,
PPEF2,-0.0584536760802397,0.5805623443128332,
NAAA,-0.1976721074249401,0.0003522405275909,
SDAD1,0.0574662508717617,0.1339247038974898,
RP11-630D6.5,0.0191023740515654,0.4830632512946282,
CXCL9,-0.3727348545221086,0.0206145043802804,
ART3,0.0720113063228069,0.5411888039137213,
CXCL10,-0.0766135363431287,0.6311164858124463,
CXCL11,0.1106401017975779,0.2325122634065106,
RP11-630D6.1,-0.0007029543565383,0.915995659158839,
NUP54,0.0183199239830915,0.6297194068497506,
SCARB2,-0.0090780296720459,0.8221400765478081,
FAM47E,0.1373306668460776,0.2197374259404486,
STBD1,0.1695483474784205,0.0210476913881807,
CCDC158,0.1553656542383143,0.0505645135525896,
SNX5P1,-0.0281383943443887,0.5909786607771685,
RNU6-1000P,0.0030124068226093,0.4457126907915643,
RP11-356M17.1,-0.0101914753190759,0.1873165521037937,
SNORD50,0.0,,
SHROOM3,0.0324054679173143,0.7680724498198368,
RP11-688H10.1,0.0045179258145196,0.7353406667469187,
RNU6-145P,-0.0027647575847501,0.6279970967132595,
MIR4450,0.000619186303605,0.8976658766991741,
MIR548AH,-0.0014755664191716,0.4768112374906381,
AC107072.2,0.0066972515508993,0.314923736529141,
RP11-359D14.2,0.0058131446754538,0.7178066720899143,
RP11-359D14.3,0.0071650719062,0.223115881892178,
RP11-123J14.4,0.0039773419384392,0.7901878907997631,
RP11-123J14.1,-0.0055403258281776,0.2576218056413863,
SOWAHB,-0.0084191004156235,0.9108744608156636,
SEPT11,-0.0871353708421236,0.1074243611103232,
TXNP6,0.0664778582827537,0.3570766843601012,
CCNI,-0.1128691043076118,0.0084565724310005,
RPL7P17,0.1954717446774057,0.0142001066018662,
RP11-1E1.2,0.143390661720427,0.0404930782048901,
RNU6-1187P,0.0016725736509986,0.9128356639288832,
CCNG2,0.2219130963270004,0.0010621808831628,
CTB-179I1.3,0.0531637837349787,0.0124845877853085,
CTB-179I1.1,0.0681234984420208,0.0012517728722088,
CTB-179I1.2,0.0340263955091723,0.0103858576501272,
RP11-625I7.1,-0.0365105675620101,0.1096547483050108,
CXCL13,0.1465984930155778,0.1626595312683428,
CNOT6L,-0.1014386853742193,0.2451118344878169,
MRPL1,-0.0688706012018046,0.4096507315667526,
RP13-488H8.1,-0.0064248929623231,0.8404828165527871,
RP11-777B9.1,0.0018684462318536,0.9169452606172062,
HMGB1P44,-0.0105819770355756,0.5421760717661339,
HNRNPA1P56,-0.0216872195401215,0.4135540143557635,
RP11-777B9.4,0.0046833042253685,0.6570240767839912,
RP11-777B9.5,0.0315729281688779,0.6026554352005069,
FRAS1,0.0846785760469581,0.4316302990767079,
SERBP1P5,-0.0622772901438277,0.4821155626504039,
MINOS1P4,-0.0016372222753166,0.4768112374906375,
ANXA3,0.5307069514785869,7.432869261059444e-05,
LINC01094,0.486516809992821,0.0001609264526501,
HIGD1AP13,0.0196930742184834,0.2621086171214766,
RP11-109G23.1,0.0266355529983078,0.5990489154805242,
RP11-109G23.3,0.0756116042281096,0.2758197564399172,
BMP2K,0.0461810909286155,0.3815944228842505,
MIR5096,0.0,,
PAQR3,0.0229469878806858,0.7689103779595902,
RN7SL127P,0.1073132594610641,0.0247237587545909,
LINC01088,0.0485242997271031,0.6211945238649956,
NAA11,0.0154720038705335,0.7295085269164261,
GK2,0.0182264982210491,0.6981818815940734,
LINC00989,0.1622496783819704,0.1381234247110093,
OR7E94P,0.2304612840701244,0.0383983172750516,
RP11-234K19.1,-0.0008154159607112,0.9865410440533376,
RP11-452C8.1,0.0371407197853102,0.4899161636407864,
PCAT4,0.0558636178624618,0.1125949976553023,
ANTXR2,0.2363202966663187,0.0007119587444343,
KPNA2P1,-0.0129225447141387,0.6907976552576387,
RPSAP39,0.0160358041350076,0.7440659945100918,
RP11-377G16.2,0.1307200927652931,0.1551186387471856,
PRDM8,0.1214754573854894,0.0729796787819469,
FGF5,-0.0234025381326231,0.6790609307538884,
C4orf22,0.1122699907376953,0.0351475968642256,
RP11-395C17.1,0.0109266324516748,0.6229461140297003,
BMP3,0.1788710018417746,0.064519774718093,
PRKG2,0.0112997225005233,0.91851492642963,
RP11-100N20.1,-0.0162126829922047,0.1452401134392254,
RNU5A-2P,-0.0010457394868381,0.4768112374906375,
RASGEF1B,-0.1340075386968689,0.1984958110650868,
MTCYBP44,-0.0008445632361582,0.9133591322073944,
COX5BP1,-0.0013160789284107,0.4768112374906381,
NPM1P41,-0.0051948192702171,0.7185087248460316,
HNRNPA3P13,0.0010993195414974,0.9688304483132288,
RNU6-499P,0.007415642513528,0.3396130652104905,
BIN2P1,0.2375712784652841,0.0071279861252916,
RP11-429B11.2,0.0105383472223075,0.6600790865660369,
RP11-127B20.2,0.1340312235210869,0.1943185130493706,
HNRNPD,-0.0898644138450563,0.0051632161866726,
RP11-127B20.3,0.0339671102790996,0.6259851284336964,
IGBP1P4,0.0471978891259632,0.4038966124207377,
SNORD42,-0.0028259952529722,0.4768112374906379,
HNRNPDL,-0.1031425100340131,0.023569531541759,
ENOPH1,0.0351065380359292,0.4811390388541046,
TMEM150C,-0.0989526540273504,0.3090788850581092,
RPL7AP26,-0.0065064337058279,0.8758189167469214,
RP11-791G16.2,-0.0159275860913971,0.786635448194801,
RP11-791G16.5,0.0246834785536821,0.0481007340565419,
RP11-791G16.4,-0.0113800430744862,0.7241868863991795,
LINC00575,0.0072143484462468,0.420150797821109,
SCD5,-0.1942765774080164,0.050631814248671,
RP11-57B24.1,-0.0382033628179941,0.4490320974007835,
MIR575,0.0,,
RP11-57B24.2,-0.0021709625962694,0.7606984717878791,
SEC31A,-0.1289527160248632,0.0039603263736935,
THAP9-AS1,-0.1688621590678143,0.1080931385460098,
THAP9,0.1524666405340836,0.026273028638892,
LIN54,0.108192582012333,0.0600586700625476,
RNU6-615P,0.0014225957423773,0.9378175530638324,
COPS4,-0.0214998721535256,0.5346141955012838,
PLAC8,-0.1109379525947438,0.1783893601585471,
RP11-576N17.5,-0.0082930641853947,0.9184218217520644,
RP11-576N17.2,0.0636445933091364,0.2693924001453412,
RP11-576N17.3,0.2602629978631367,0.0094329934654887,
COQ2,0.0619163541940419,0.2444699357365275,
HPSE,-0.0210090071309525,0.8034517537297295,
RP11-576N17.6,-0.0008801219071248,0.4768112374906381,
RP11-576N17.4,0.0620368782144695,0.070229045727325,
HELQ,0.047459011081927,0.1445994373858881,
MRPS18C,0.1092575283230939,0.1023043519122593,
FAM175A,0.0419239040793484,0.3972924314557086,
SLC25A14P1,0.0439134524650006,0.4929825047896194,
RPL30P5,0.0110304650893958,0.0569203585997544,
GPAT3,0.1699807274305625,0.0718341596442114,
RP11-767N15.1,-0.0127059415773329,0.3523736168204452,
RP11-8L2.1,0.0240435246216166,0.2003345240653651,
RNU6-774P,0.0,,
RP11-274J2.1,0.0076294116998797,0.7778820565768813,
RP11-42A4.1,0.0036099347423521,0.1603314696236162,
NKX6-1,-0.0399059802528982,0.5965371464146247,
RPL3P13,-0.004319554626662,0.5347163946550368,
CDS1,-0.0261324665463129,0.7596221436422488,
WDFY3,0.3482033045213544,2.680390295749388e-05,
RN7SL552P,0.0918797133901086,0.3495164421922966,
WDFY3-AS1,0.0068175293622485,0.1670499680108995,
RNU6-469P,-0.0066828038360934,0.7696127887739297,
WDFY3-AS2,0.3581000044104511,0.0019122221349429,
RN7SKP48,-0.0014358314093756,0.9334083657211556,
RP11-218C23.1,-0.0223784123340224,0.2885782007481619,
ARHGAP24,0.240831010119951,0.0017027091269327,
MIR4451,0.0,,
RP13-514E23.2,0.0791871756695763,0.2786668210612523,
MAPK10,0.1408606115755863,0.2253429780518851,
RP11-778J15.1,0.0354664203258299,0.3312796503018199,
RN7SKP96,0.0068541845927192,0.4891900460370572,
MIR4452,0.0,,
PTPN13,0.0599974927261157,0.4130967048440388,
SLC10A6,-0.0534485553843633,0.4400569599982995,
RP11-397E7.1,0.0175178953972728,0.7049278365494017,
C4orf36,0.1183522792054382,0.0605319809240698,
RP11-397E7.2,0.0039414861393965,0.8691049851254568,
RP11-397E7.4,-0.0335785935706404,0.6926859270582317,
AFF1,0.1560811508044498,0.0004153055736903,
TECRP1,-0.1568898849505692,0.0623003222874502,
KLHL8,0.3554826176924912,0.000454549024462,
RP11-476C8.2,0.1374021899127587,0.1374104825062868,
GAPDHP60,-0.0930764393432459,0.2851339090499639,
RP11-529H2.1,0.0126348436561667,0.1467956304437595,
MIR5705,0.0,,
HSD17B13,0.2652321965719739,0.0016717304268576,
HSD17B11,0.1816801357427025,0.0121546689276777,
RN7SL681P,0.0323459121896122,0.5831235927278176,
RP11-710E1.1,-0.004010433310423,0.7560470872740446,
NUDT9,-0.0175689626698981,0.6792192184132378,
RP11-710E1.2,-0.0288907594545039,0.1772590164819323,
SPARCL1,-0.0473790733323156,0.6286159757240875,
RP11-742B18.1,-0.0257120287448281,0.6278893823299871,
DSPP,0.025320709781511,0.3927927911059925,
DMP1,0.0020337191217782,0.9465372705308536,
CHCHD2P7,0.0115460452303906,0.2621445068384423,
IBSP,-0.0475799613812013,0.5193475364046218,
MEPE,0.0098384799166362,0.8019177214670352,
HSP90AB3P,-0.1784613343682246,0.1141814759988732,
SPP1,-0.4164140446762948,0.0290931560380787,
RNU1-36P,0.0052664299021746,0.4294657708112623,
PKD2,0.0497350712141833,0.3357360007586165,
ABCG2,-0.0160019662513256,0.8999642615921828,
RP11-147K6.1,0.0049242225813954,0.7561480970961222,
RNU6-818P,0.0023902035992225,0.1603314696236162,
RNU6ATAC31P,-0.0017871185260531,0.4768112374906379,
RP11-147K6.2,-0.0011574202218718,0.8078731359625396,
RNU6-1298P,-0.0035000042046957,0.3314685547973052,
PPM1K,0.0621318668495084,0.2462634723907643,
RP11-10L7.1,0.0902589166765241,0.3026678273013992,
HERC6,0.0073510657351439,0.8984234421743684,
HERC5,0.1742429752668912,0.0312483147131975,
NCOA4P2,0.1238997502016021,0.0174302948374182,
PYURF,0.0893845757747389,0.1464497119362868,
HERC3,0.1388827816606379,0.0016272718317041,
RP11-466G12.2,0.0332107455089519,0.515157330867108,
RN7SKP244,-0.0053935772705225,0.5019445575411321,
RNU6-33P,0.0501592732925019,0.427701185198318,
NAP1L5,-0.2151282295602831,0.0122279317288431,
FAM13A-AS1,0.199858317506333,0.0060965028533951,
FAM13A,0.1656728435335118,0.0001661552535157,
TIGD2,0.00222817695324,0.9648208933577768,
RP11-84C13.2,0.0365164370872763,0.6481233969465963,
RNU6-907P,-0.0004567308302383,0.938462420476364,
GPRIN3,-0.0994390811579775,0.2625508587104605,
RP11-115D19.1,0.0284639785777124,0.5879785723567859,
SNCA,0.1161209760779445,0.4047400311268665,
RP11-115D19.3,-0.0097614509456931,0.4150864206450503,
RP11-115D19.4,0.0251991481352341,0.034721137440999,
RP11-115D19.2,0.0760967424554775,0.0040838043785635,
SNCA-AS1,0.0002969848027176,0.9974912329060994,
MMRN1,0.210078632028393,0.0536357016467871,
CCSER1,-0.2374083662324605,0.0799516748505994,
RN7SKP248,-0.003897579086578,0.7264445698344383,
RP11-11N6.1,-0.0029278943730953,0.4435600890696397,
TMSB4XP8,-0.0369470584298834,0.5851966424776605,
AC004054.1,0.003399257761821,0.160331469623616,
RP11-763F8.1,-0.0019841066806807,0.7865112463421844,
RP11-254A24.2,0.014033144046369,0.6870575748357286,
KRT19P6,-0.0034306609715373,0.4768112374906378,
RP11-354O24.1,0.0,,
PMPCAP1,-0.0023242748732052,0.914953565196174,
RP11-562F9.3,-0.0050477283018834,0.4768112374906379,
LNCPRESS2,0.0042761562288847,0.160331469623616,
RP11-9B6.1,0.0115585874233625,0.1603314696236162,
GRID2,0.0711309943252683,0.2021543666817283,
MTND1P19,-0.0049539431662347,0.4768112374906378,
RP11-428L21.2,-0.0194378124322866,0.5275682893922854,
RP11-428L21.1,0.0,,
RP11-131K17.1,0.0,,
RP11-703C10.1,-0.0016826475664727,0.4768112374906379,
RNA5SP164,0.0,,
ATOH1,-0.0119897771452693,0.7059434207716528,
RP11-363G15.2,0.0075447425483737,0.4733253251433169,
HMGB3P15,0.0184925716787953,0.093735286978052,
SMARCAD1,0.0822629889621532,0.1026104305847352,
HPGDS,-0.3999959721436051,0.0009925310807383,
RP11-398J16.1,0.0076124620820314,0.5740263367881535,
PDLIM5,-0.0231460514561539,0.4569041032648354,
RP11-554D13.1,-0.0229401859534693,0.213743083922159,
BMPR1B-AS1,-0.005309960439763,0.698348843006102,
BMPR1B,0.0663664473807948,0.4863616667316064,
UNC5C,0.0447885521239415,0.6385425583215152,
RP11-710C12.1,-0.0622227208424704,0.3316933287020305,
RPL30P6,0.0,,
PDHA2,0.0234290596753653,0.5653666518511538,
RNU6-1059P,0.0,,
RNU6-34P,0.0,,
RP11-61G24.1,-0.0060735370284088,0.4768112374906379,
RP11-145G20.1,-0.0090462749951155,0.7550177059741714,
RN7SKP28,0.0055633239174645,0.1603314696236162,
COX7A2P2,-0.0371797978853767,0.2208799635082506,
RP11-431J17.1,-0.0014469359885014,0.8784298575867708,
STPG2,0.0323352405168095,0.6593764408112526,
RP11-681L8.1,-0.001527308342123,0.8875083640645165,
STPG2-AS1,-0.0103259228523057,0.0497969911560581,
CRYZP2,0.044434439243964,0.034839488297513,
RPL5P12,-0.0451046699840309,0.6031434905837376,
DUTP8,0.0314682988639681,0.0275250266470356,
RP11-323J4.1,-0.0179218531666597,0.719799814388643,
RAP1GDS1,0.0339868207011046,0.1945976578856594,
RP11-810D13.1,0.036777828358087,0.1335466887005955,
TSPAN5,-0.0053688674084953,0.9584069135091152,
RP11-724M22.1,0.0234103827045857,0.3653459171681164,
RP11-1299A16.3,0.020277890310353,0.8599091766625147,
RP11-1299A16.1,-0.0060235810114507,0.2420297196152069,
BTF3P13,-0.0478630269597685,0.3316326276027495,
EIF4E,0.0488427575960892,0.1749660885446737,
TBCAP3,-0.0056613904643722,0.8989382687734513,
RP11-571L19.7,0.0019526639089785,0.9405652477706992,
FAM177A1P1,-0.0041115021147055,0.79362742917902,
RNU7-149P,0.0,,
NDUFS5P4,0.015830237206884,0.5757501401421585,
METAP1,-0.0074225544278939,0.8193957009136713,
MIR3684,0.0,,
ABT1P1,-0.0393193363926128,0.01498805438089,
RP11-571L19.8,-0.0123779953502571,0.8928896868952698,
ADH5,0.035687646188933,0.3027515119810774,
RP11-696N14.1,0.0759514783987037,0.4337945127436925,
ADH4,-0.5098044119591477,0.0412635416826411,
PCNAP1,-0.0135873254308823,0.1370482852907347,
ADH6,-0.2823956767273475,0.1486201473047822,
ADH1A,-0.3562396960745986,0.1141315680238844,
ADH1B,-0.0569103303990144,0.6939721956633933,
ADH1C,-0.4150846661315908,0.065311640591022,
ADH7,-0.1010402009244281,0.2640593823983418,
RP11-696N14.3,0.0015394678130023,0.7557402854248645,
C4orf17,0.0237348168629973,0.5009221478439574,
TRMT10A,0.1641368218982193,0.0264039187146296,
MTTP,0.0672504047170289,0.5114304478004547,
RP11-766F14.1,-0.0065508376727382,0.2373462139378346,
RP11-766F14.2,0.104364765801893,0.3050123909942731,
DAPP1,0.2487075089585241,7.579856688550407e-05,
AP001962.3,0.1030789632319535,0.1484700240386393,
LAMTOR3,0.208376428189504,0.001751185147649,
DNAJB14,0.232921123085149,0.002242423967312,
RP11-15B17.4,0.0162605578485522,0.7765005223505655,
H2AFZ,0.1158037957424562,0.0150106232858038,
RP11-15B17.1,-0.0234489539258325,0.7524968950071997,
RP11-15B17.2,-0.0148287861336783,0.528689669134948,
DYNLL1P6,0.0064417356185478,0.0470419067841868,
DDIT4L,-0.0739637600733225,0.5705341538142079,
RP11-588P8.1,-0.0052659365397115,0.4040290728916855,
EMCN,-0.0495580122614189,0.6746286725608543,
LINC01216,-0.0100743279342109,0.2373862701242305,
LINC01217,0.01551121910514,0.0835083783325109,
LINC01218,0.2021837852982189,0.0077695836690172,
PPP3CA,0.1582854084927563,0.0072348208172641,
MIR8066,0.0,,
MIR1255A,0.0010772276538925,0.959209239609832,
FLJ20021,0.0173852041568949,0.7615748642995774,
BANK1,0.1526023053947936,0.0394854853629005,
RNU6-462P,0.0,,
MTND5P5,-0.0185124170140648,0.3749640774824865,
RP11-498M5.2,-0.0809248227008322,0.0890114276619278,
SLC39A8,0.006947022814146,0.9280535221327608,
RN7SL728P,0.0072311479934362,0.4682597230890291,
RP11-499E18.1,0.060531208690188,0.5355076406162811,
AF213884.1,-0.0086482873502445,0.465676192311839,
AF213884.2,0.0181641151993544,0.7604594664646069,
NFKB1,0.0721203209281802,0.0922668067268927,
MANBA,0.1405661741284663,0.0008485132144308,
AF224669.3,0.0334100776256324,0.5435488439293279,
LRRC37A15P,0.2863539288049869,0.0026960238319653,
KRT8P46,0.288408757133794,0.0046376434636019,
RP11-10L12.1,0.1462243865374032,0.0924896294489709,
RP11-10L12.2,0.1511272672243651,0.141965408545314,
UBE2D3,0.0728638357250815,0.0702022291172528,
RP11-10L12.4,0.1681736802263493,0.0787774251672287,
RNU7-151P,0.0011818697722676,0.6202333677733798,
CISD2,0.0810357164753755,0.3574383738290521,
SLC9B1,0.0597108631277377,0.5333858574657222,
PABPC1P7,-0.0446640895462755,0.6479513895584252,
ACTR3BP4,-0.002854777601717,0.8894463578854132,
SLC9B2,-0.0549907958349707,0.4330802820255051,
BDH2,-0.0148703799939214,0.8034169782374073,
CENPE,0.0676863060548673,0.5531848724541029,
RP11-328K4.1,0.0139825460085422,0.7755430643015548,
RP11-297P16.3,-0.0019224173053432,0.811871845760314,
RP11-297P16.4,-0.0022390872887038,0.8381009500680439,
DDX3P3,0.019756967503441,0.4752904459816619,
TACR3,0.0401904380561749,0.2721034857876425,
RNU6-635P,0.0,,
RP11-703G6.1,-0.0052453776511757,0.6664986608268231,
RP11-729M20.1,0.0134156227284159,0.0227430587952971,
CXXC4,-0.0788350763187693,0.4506702376654999,
AC004063.1,0.0037393025728569,0.7189740255932098,
CXXC4-AS1,0.0067042768898972,0.7908738162515087,
RP11-556I14.2,-0.0225503339228448,0.5522131078554189,
RP11-395M19.1,0.0313699130822836,0.2261515790185476,
RP11-556I14.1,0.1727504834476119,0.0053245985864794,
RNU6-351P,-0.0026455047446569,0.318357126128095,
RP11-556I14.3,0.0512450828755018,0.0669715616931243,
AC004069.1,0.063199786557492,0.2131878219424248,
AC004069.2,0.4590759882223486,0.0001100618232179,
TET2,0.217978367842534,0.0006136386419566,
TET2-AS1,0.0608116127545528,0.4620657145655408,
RN7SL89P,-0.0008710753474003,0.9683065819988328,
PPA2,0.0705324784739503,0.1138205608446062,
RNU6-553P,0.0129196484971298,0.4107556419127782,
EEF1A1P9,-0.1464118682584138,0.0531015537350708,
AC004066.2,0.0102529288905774,0.4642783441941714,
ATP5EP1,0.0,,
AC004066.3,0.0137311814855994,0.0571734631262836,
ARHGEF38,0.1045942483051228,0.0659616434579216,
ARHGEF38-IT1,0.0062670052551737,0.5370435060488392,
RP11-311D14.1,0.0321667757800779,0.3503263210339488,
INTS12,0.0996699855151035,0.0052744023623244,
GSTCD,0.0743618012001586,0.3415970533896233,
RP11-45L9.1,0.0264813911595692,0.4283550883101172,
NPNT,-0.0523333357957762,0.6540293417711102,
RP11-710F7.2,0.0223212219448012,0.0385172288649147,
RP11-710F7.3,-0.020231693440642,0.7001168570675913,
TBCK,0.0025701471770731,0.9491806612300038,
AIMP1,0.0245573944034642,0.4293368298536316,
GIMD1,0.0007828189866719,0.9439669714972192,
LINC02173,0.0089575622284529,0.2413209584218227,
ACTR6P1,0.0063908724176612,0.5561913229170801,
DKK2,-0.0595458885516956,0.5854980960126888,
RAC1P5,0.0112062356658439,0.8089253898173748,
RP11-713M6.2,0.0049448843413576,0.4746961091907825,
RNU6-551P,0.0,,
PAPSS1,0.1626965215169488,0.0221321538456473,
SGMS2,0.3636076728116095,0.0186552579155549,
RP11-286E11.1,-0.0646016192789714,0.4138300612241582,
RNU6-733P,-0.0050749727656899,0.5037975000881534,
CYP2U1,0.2082635833242669,0.0018352408854751,
RP11-286E11.2,-0.0302299878743348,0.5757237557286852,
HADH,0.0527784955378478,0.2449771130129133,
LEF1,0.0563144844921212,0.5191000927928757,
LEF1-AS1,0.0868318516861539,0.4428547171010335,
RPSAP34,-0.0106695788509413,0.4815367695129846,
ZACNP1,-0.0042238080769662,0.5529688322880913,
EXOC7P1,-0.0122605124144744,0.367486856488606,
RPL34-AS1,0.0878183366010829,0.3215606457676018,
RPL34,0.0117088158864864,0.9055224866371708,
OSTC,0.0414079907880801,0.3037426836171865,
RNU6-431P,0.0002342667139367,0.9912743495366716,
ETNPPL,-0.0788872931481598,0.5561858589730801,
RP11-75N20.2,-0.0047313782679537,0.3146467963418572,
RCC2P8,0.0192811695963685,0.2309928591812021,
COL25A1,0.0797174740419572,0.31078794322205,
AC004051.2,0.0372765064844153,0.1394877635430273,
RBMXP4,-0.0541163155771998,0.440838096924617,
SEC24B-AS1,0.1587343857289827,0.0555206609666871,
SEC24B,0.0288245101351933,0.4909770095908667,
RN7SL55P,-0.0308292720125989,0.2728531524525464,
MIR576,0.0220371955491949,0.1004816861176008,
SETP20,0.0371109277517391,0.6495393829888514,
CDC42P4,0.1668861128482703,0.0275930262593938,
MCUB,-0.0350182413265726,0.3429566453624051,
HIGD1AP14,0.0646866111964403,0.1576010721768115,
CASP6,0.0792446282009048,0.015255530151569,
AC004067.5,0.057142336297494,0.5423365852602885,
PLA2G12A,0.1227573536554802,0.002910108810813,
CFI,-0.1383805757117261,0.3304905797582074,
RP11-602N24.3,-0.0436168653702041,0.4604717000562379,
GAR1,-0.049024883766522,0.2234512568153971,
RRH,-0.0497089259783424,0.4795898742206992,
LRIT3,0.2427567661241019,0.0115360125680319,
KRT19P3,-0.0089087771833492,0.4846051271456494,
EGF,0.3872779841081001,0.0008323270354721,
RNU6-35P,0.0055759409891411,0.2354113912156469,
ELOVL6,0.126570577369771,0.0955749431691323,
RN7SL275P,0.0184686415133806,0.1338832556467084,
RP11-115A14.1,0.0051108872180608,0.7692808671934847,
HSBP1P2,0.0187547956659215,0.7214251524539708,
RP11-433B3.1,-0.0109902698737066,0.4917357340864081,
RNU6-205P,0.0,,
ZBED1P1,0.0691629075504996,0.0210358011322088,
ENPEP,-0.0085912830303701,0.9339465077259952,
RPL7L1P13,-0.0050130099401861,0.5927414458895771,
ZNF969P,0.0337490942389817,0.4503185540300275,
snoU2_19,0.0,,
RP11-380D23.1,0.0070418801434068,0.4869207851162956,
PANCR,-0.0074478821835022,0.4507549715352953,
PITX2,0.2206188859412294,0.0148454182530546,
LINC01438,0.0,,
MIR297,0.0,,
LYPLA1P2,-0.011642416688447,0.4401835547889847,
AC004062.2,0.0056930553864539,0.4499288749644177,
RNU6-289P,0.0,,
RP11-255I10.1,-0.0315313837540543,0.1177119869605488,
RP11-255I10.2,0.0149999759873715,0.0935184943235213,
RP11-269F21.1,0.0060208662537379,0.1603314696236162,
RP11-269F21.2,0.0013140227762162,0.839863661907601,
RP11-269F21.3,0.0011939693011517,0.8819325171742303,
CCDC34P1,0.0041456313596611,0.1603314696236161,
TUBB8P3,0.0054083936684559,0.6513529750309826,
RP11-477G18.1,-0.1509966202046615,0.0219396675187625,
C4orf32,0.1923197545712003,0.0003174688352154,
RP11-477G18.2,0.0557653425770051,0.1936787193149486,
RP11-73K9.2,0.1285347999051588,0.1932308332251963,
AP1AR,0.1060778934384723,0.1236501908465187,
RP11-73K9.3,0.1115447751123864,0.2770238549648153,
TIFA,0.2062426480195131,0.002655610669535,
ALPK1,0.4232796137239651,3.361991564719089e-06,
RTEL1P1,0.3849529626262462,4.42823665819936e-05,
TOX4P1,-0.0196833117977045,0.8164001246451457,
NEUROG2,-0.0145576264585359,0.6946072845312085,
RP11-402J6.1,-0.0289923415932681,0.1147787623017689,
RPL23AP94,-0.000288028254595,0.9459079196766088,
ZGRF1,0.064439635194014,0.3956598833066767,
RP11-402J6.3,0.2882088618210743,0.0025745321017605,
LARP7,0.184638245408504,0.0020308192215933,
RP11-148B6.1,0.0026082014302504,0.9478586411809142,
MIR367,0.0,,
MIR302D,0.0,,
MIR302A,0.0,,
MIR302C,-0.0023096370166182,0.4768112374906379,
MIR302B,0.0,,
OSTCP4,0.0050046738452128,0.695296071115261,
RP11-148B6.2,-0.01799553704685,0.2180096880648602,
WRBP1,0.0003792180811071,0.9698544399856966,
RP11-119H12.1,-0.0480578789923745,0.1074307833415643,
RPL7AP30,-0.2358422059111669,0.0144303937740226,
RP11-119H12.3,0.0807094498202366,0.0304119865130849,
ANK2,-0.0452778466605452,0.6857715927099267,
RP11-119H12.4,0.0092379104305119,0.6319233066221966,
RP11-119H12.6,-0.017826616592983,0.3564800744735454,
RP11-119H12.5,-0.0006227520305063,0.9581670998663164,
RP11-650J17.1,0.0316318131742663,0.0907364239548351,
RP11-650J17.2,-0.0076449563789322,0.3333268055939856,
MIR1243,-0.0018003902058569,0.4768112374906386,
MIR8082,0.0,,
