Gene,Slope,P-value,FDR
RP11-303G3.9,0.0045409162639781,0.4623147123736262,
RP11-303G3.10,0.0073286737003441,0.34480362671726,
OR7E8P,0.0096046814817714,0.5463779850587318,
OR7E15P,-0.0296351155736229,0.3128257675315197,
OR7E10P,0.0552737656019289,0.0020257764458229,
MIR5692A2,0.0,,
LONRF1,0.0943720014656381,0.1192657774033345,
MIR3926-1,0.0,,
RP11-252C15.1,-0.0227083539424769,0.3754359614277437,
LINC00681,-0.0035467313095855,0.8089400047748885,
KIAA1456,0.1942441895824219,0.059184869447509,
RP11-369K16.1,0.0227614533240772,0.7863379739545588,
RNU6-842P,-0.0046774810406305,0.3404410422137256,
DLC1,0.105697687377909,0.2140043714272413,
RP11-10C8.2,0.0197903324212783,0.2132786514687927,
MTND4P7,0.0,,
RNA5SP255,0.0,,
C8orf48,-0.0213544475328028,0.6028451764775455,
RP11-145O15.2,-0.006007280701277,0.3413563721500899,
RP11-436P7.1,0.002859996654521,0.6448781655277225,
RP11-436P7.2,-0.0146829590029324,0.1715610050564296,
RP11-480O10.1,-0.003514918326247,0.4768112374906378,
RP11-480O10.2,-0.0187869581959607,0.1734994278233467,
RP11-510I21.1,0.0419089579200594,0.0143325227717779,
SGCZ,-0.0439512317011927,0.0654379586573909,
RP11-3G21.1,-0.0025277856543807,0.8621808792483272,
EIF4EP5,0.0189819974028681,0.3845519362405659,
RNU7-153P,0.0,,
RNU6-397P,0.0,,
RP11-776K3.1,-0.00186351286801,0.4768112374906381,
MIR383,0.0,,
CTD-2023J5.1,0.0020057740534124,0.529248685763623,
RP11-782K4.1,0.0,,
TUSC3,-0.0457051820158045,0.6993739272388834,
RP11-235P11.1,-0.0087447524954314,0.1631968896641762,
PPM1AP1,0.0569959034756111,0.0822362313799964,
RP11-77B22.1,0.0078105774923372,0.1744141342056812,
RP11-77B22.2,0.0,,
MSR1,0.1432145555508918,0.1708121710307686,
RP11-447G11.1,0.0,,
MRPL49P2,-0.0056573055579711,0.5390473370454507,
RP11-13N12.2,0.0006465731902162,0.8865171390869256,
RP11-13N12.1,0.0283592393673355,0.0358532420547237,
RN7SL474P,0.0055709748142906,0.5145784243006462,
FGF20,0.0307822274294326,0.3313101640255301,
MICU3,0.0251531733581433,0.8276916703783155,
RP11-468H14.2,-0.0020961783292437,0.9778261966684514,
RP11-468H14.1,0.0408371261978146,0.1192638275914535,
ZDHHC2,-0.1644156610507533,0.0053196387009973,
CNOT7,0.009358599456053,0.7785742789186082,
VPS37A,0.0093170741410295,0.7896891374388639,
MTMR7,0.0379229574430606,0.463872493160129,
ADAM24P,0.0110434358933601,0.5298811798170736,
SLC7A2,0.0918932602835335,0.4567932490527984,
RP11-349F21.3,0.0,,
RP11-349F21.5,-0.0059380879537684,0.7036981108126716,
RP11-349F21.2,-0.0212688625637324,0.0497195219352605,
PDGFRL,-0.0278981703229844,0.8089052214103309,
RP11-349F21.1,-0.0028645282413444,0.3150348384570094,
MTUS1,0.1106223693004,0.2037723145197677,
MIR548V,0.0,,
RP11-326L2.1,-0.0124939795515975,0.3088195464665811,
RNA5SP256,0.0023998323864608,0.3049002438694022,
RP11-156K13.1,0.0039622420890785,0.880533486055758,
RP11-806O11.1,-0.0187587586733092,0.6179276859535453,
FGL1,0.0361877385926971,0.8579818595096627,
RP11-156K13.2,0.0182943518015928,0.1216990460318509,
RP11-156K13.3,0.061739733540642,0.5547395878379309,
PCM1,0.0226298847013537,0.5011921802836474,
ASAH1,0.1330885497900159,0.0331120100654033,
CTD-2547L16.1,0.0582398440112905,0.5089713516357097,
CTD-2547L16.3,0.0332180762355966,0.4517773411374723,
NAT1,0.2921416600779278,0.009625470452211,
MTND4LP26,0.0053677680873678,0.3700503418795648,
NATP,0.0064334891962114,0.3892121739625879,
RP11-685B14.1,-0.0521437136077627,0.5169904300334662,
RP11-685B14.3,0.0175699686004084,0.5032283245884439,
NAT2,0.1156322938464982,0.1361276536523591,
PSD3,-0.0205229750173474,0.78676435356663,
RP11-161I2.1,-0.0113636016997884,0.6569272128416386,
RPL35P6,0.0052636690421005,0.6980033507239811,
RP11-108A14.2,-0.0064172703431221,0.4605811493731969,
RP11-108A14.1,-0.0142902827260374,0.5093236738933122,
RP11-420B22.1,0.0101790813479607,0.4666163994827504,
RP11-420B22.2,0.0004738963870925,0.9496472586394684,
RP11-1080G15.1,0.0500034605449973,0.3521338997907488,
RP11-1080G15.2,-0.0140311588868127,0.1720035400392985,
RP11-618M23.1,-9.896929659343336e-05,0.9951248842925964,
RP11-618M23.2,0.0,,
RP11-618M23.4,0.0053324805032833,0.3394475326805509,
RP11-618M23.3,0.0039439674192605,0.403361229940267,
SH2D4A,0.2785537832495839,0.0340054068348163,
RP11-618M23.5,0.1346834829428553,0.2782881459783299,
CSGALNACT1,0.1973092666281073,0.0345030827069603,
RP11-1105O14.1,-0.0127579001236631,0.7980352143363152,
INTS10,-0.0026577164904206,0.9176508154640391,
LPL,-0.0140276070889146,0.8849670767026997,
AC100802.3,0.0201467298329,0.3307683463143213,
RPL30P9,-0.0028974056368327,0.3182113575160321,
SLC18A1,0.0142195601128858,0.8943151468384064,
ATP6V1B2,0.1669396893514203,0.0217036711687399,
RNU6-892P,0.1518302298444084,0.0383483009934846,
LZTS1,-0.0143537697491953,0.8919098802347596,
LZTS1-AS1,0.1500797255643283,0.0025150905680891,
RP11-563N12.2,0.0043780919737962,0.6993788818090649,
RP11-404E12.1,0.0013707944782728,0.8861216515169181,
RP11-108E14.1,0.0149225289851337,0.1580048143194511,
TMEM97P2,-0.0071216709970697,0.3327443382236958,
RP11-369E15.1,0.0228080940372683,0.2503574519888467,
RP11-369E15.3,6.015268988727108e-05,0.9994067126440012,
RP11-369E15.4,-0.0053264447431134,0.8094020157122953,
RP11-369E15.2,0.0149958382460277,0.083506454712864,
LINC02153,-0.0542070500490875,0.4057320808528971,
RP11-421P23.2,-0.0181728463037504,0.1762526742550925,
RP11-279N21.1,0.0,,
RP11-24P4.1,0.0473623641215267,0.0105073380887149,
GFRA2,-0.2550939335731074,0.0415734410296824,
OR6R2P,-0.0272105893291204,0.3870053044493011,
DOK2,-0.2215039197533292,0.000167878029487,
XPO7,0.0094299663569455,0.8883450148919738,
NPM2,-0.2616951649052711,0.008564372990574,
FGF17,0.0381286616875506,0.7033486270509894,
DMTN,-0.0770999524679213,0.4968772837287852,
FAM160B2,-0.1436395709963308,0.0073645548558152,
NUDT18,-0.0623481343443229,0.2057193726249338,
HR,-0.0694292760891469,0.4610618525795343,
REEP4,-0.1117683841176334,0.0036995218229293,
LGI3,0.0537306379390673,0.6253734877327615,
SFTPC,-0.0354880173872803,0.8606532649154721,
BMP1,-0.2340087203545525,7.771774258767932e-05,
CTD-2530N21.5,0.0264830894610634,0.5646482316366261,
PHYHIP,-0.0605292062264228,0.6343053014038943,
MIR320A,0.0048678674023384,0.688755042086699,
POLR3D,-0.1453655331972096,0.0065615897887857,
CTD-2530N21.4,0.0787637628842335,0.3919603381314724,
PIWIL2,0.0042931013150437,0.964330468433622,
SLC39A14,-0.0923057066636918,0.195179430141181,
CTD-2036J7.1,0.0073167204724552,0.6951682223406643,
RNU6-336P,-0.0012141040118759,0.7840010230837586,
PPP3CC,-0.1570124773219973,0.0286373895384376,
RP11-382J24.2,-0.023310082856027,0.8110116159502274,
RP11-582J16.4,0.1812661772575619,0.0326388309657102,
SORBS3,-0.229248242713955,0.0050285433655688,
RP11-582J16.3,-0.0163410031487956,0.4025833692508894,
PDLIM2,-0.0502922198872802,0.3127664706982312,
C8orf58,-0.1028213523408806,0.0122413931844872,
CCAR2,-0.1339580926486903,4.168248261187874e-05,
RP11-582J16.5,-0.0715510423958649,0.2212694896066156,
BIN3,0.0350715528437191,0.45367102256543,
CTD-3247F14.2,-0.5548466848631066,0.0099291440065153,
EGR3,-0.3455298317819348,0.058046449629143,
PEBP4,0.135947129891575,0.2947329679815484,
RP11-459E5.1,-0.0165100545640334,0.830147508397431,
RP11-87E22.2,0.0969661893045437,0.0646098849034824,
RP11-87E22.1,0.0196562865232207,0.2202002284485167,
RN7SL303P,-0.0213351945964982,0.1288518486633307,
RP11-875O11.1,-0.1480884285040912,0.0070641879762997,
RHOBTB2,0.0021224280747739,0.964632760850435,
TNFRSF10B,-0.1439895604289735,0.0002163228123923,
RP11-875O11.2,0.2235357899941498,0.0769018769208354,
RP11-875O11.3,0.3192337553312045,0.0810324998978414,
TNFRSF10C,0.334621627061083,0.0021337798547977,
TNFRSF10D,-0.02842312578912,0.6813231799820494,
RP11-1149O23.2,0.1163421114814932,0.2059266476697244,
TNFRSF10A,-0.1017211093695254,0.0488502807176586,
RPL23AP55,-0.0230228380130086,0.7049643617765615,
RP11-1149O23.3,-0.0927506341930053,0.1368906272127158,
CHMP7,-0.0212567386210889,0.5320074726085238,
R3HCC1,-0.0351847008920585,0.3411096950462566,
LOXL2,-0.0110541208675513,0.8271716586708924,
RP11-177H13.2,0.0227887348832333,0.7867816782162227,
ENTPD4,0.0035027305450956,0.9137458653822064,
CTC-756D1.2,0.1465380333422065,0.0161613455517792,
CTC-756D1.1,0.4841083395193482,7.446411383308824e-05,
CTC-756D1.3,0.1080215664695028,0.3202205990608289,
SLC25A37,0.037726047813728,0.5779312375655138,
RNU4-71P,0.0590772990234082,0.082654266422694,
FAM60DP,0.0696772976302841,0.1483960352435424,
NKX3-1,-0.0860115765017354,0.3528098670330752,
NKX2-6,0.046638735345362,0.3729310064550395,
RP11-175E9.1,0.02727925301841,0.2300711721650757,
RP11-213G6.2,0.0532099577727125,0.0388407483041053,
RP11-175E9.2,-0.0020105690658836,0.8992847245060126,
STC1,-0.0029429762714878,0.9811735096620264,
RNU1-148P,-0.0204968937466327,0.0759709915854855,
RP11-203E8.1,-0.0515662439739356,0.1578619458243475,
ADAM28,0.0780843932280099,0.2701020818620058,
RP11-624C23.1,0.0130922840462701,0.8701724221719735,
ADAMDEC1,0.3134079120503762,0.0053148825342891,
ADAM7,0.0482235350146575,0.2577364478876108,
RP11-561E1.1,-0.0350362877158423,0.1212892758134221,
GS1-72M22.1,-0.0617829495190849,0.4914859445506873,
NEFM,-0.1689039068456972,0.1243310036465466,
NEFL,-0.2703211152740062,0.0238550099364954,
MIR6841,0.0,,
CTD-2168K21.1,0.0068371080857126,0.3862091954607758,
RP11-429O2.1,-0.0097982674803585,0.1598356119616881,
DOCK5,0.1010166432126555,0.0612325302795276,
MIR6876,-0.0066980746771176,0.2332302923810527,
GNRH1,0.1082605270604167,0.0214135398005159,
RP11-395I14.2,0.3808754246391718,0.0002737740919473,
KCTD9,0.0619675633852737,0.1902583144699114,
CDCA2,-0.0706895502478266,0.5860465641592603,
RP11-219J21.1,0.0467684844094659,0.0556856810620728,
RP11-219J21.2,-0.0006158241343882,0.9038387267777164,
RP11-299D14.2,0.0070362261771232,0.2720763360178504,
EBF2,0.0470545489818755,0.6567163522639708,
RNA5SP258,-0.01836701035868,0.2505383927187811,
RP11-98P2.1,-0.0383319736904614,0.0886312591627671,
PPP2R2A,0.0039501808365118,0.8945524034833697,
SDAD1P1,0.2400582654529866,0.0016052261283966,
BNIP3L,-0.0092664817189476,0.895581545933509,
RP11-14I17.2,0.0570157056311203,0.2297958264273915,
RP11-14I17.1,0.055115410585217,0.5606394250779473,
RP11-14I17.3,-0.0805647833349071,0.2808455968927272,
PNMA2,-0.0748823186370587,0.5195140560965743,
DPYSL2,-0.0407760991376822,0.4054826953935867,
RP11-1G11.2,-0.0181910723476726,0.1886010981061861,
ADRA1A,-0.0550068282164355,0.5796698742282795,
RP11-384C12.1,-0.009985703457348,0.5267982166728387,
COX6B1P4,0.0017731262816371,0.9439607210256848,
RP11-613H2.3,0.0090443741519015,0.5132235908906724,
RP11-613H2.1,-0.0001147427004884,0.9960593106437796,
MIR548H4,0.0022717029666933,0.6720858800613239,
RP11-613H2.2,0.108794387924678,0.1320462840584979,
RP11-521M14.2,-0.0060264254076403,0.6534670607188566,
RP11-521M14.1,0.0292156289627923,0.3844409059163239,
STMN4,-0.0432649019802884,0.6939574685714677,
TRIM35,-0.0006056946759085,0.9848335553380212,
PTK2B,0.0747429888232232,0.0881358711158332,
MIR6842,-0.0140530208225796,0.0486677688233446,
CHRNA2,0.2265613115638518,0.0696858481985184,
EPHX2,-0.0355917683305553,0.6578138153810285,
GULOP,0.0456219622464959,0.1374260231838312,
CLU,-0.002911671611962,0.973830494625484,
SCARA3,-0.0826869307092512,0.4831454136710101,
RNU6-1086P,0.0011960482206037,0.7936514301932787,
RP11-16P20.2,0.011941205875117,0.3565220450431388,
RP11-16P20.4,-0.0426809690294249,0.2706774857958402,
CCDC25,0.0523464065105174,0.1337052327550056,
RP11-16P20.3,0.0058695233155618,0.8003173746441554,
ESCO2,0.05382108723959,0.6943907266795271,
RNU6-1276P,0.0046454575356014,0.1603314696236162,
PBK,-0.1376775047235049,0.3380212223963134,
RP11-1149M3.2,0.0225526166878261,0.2704899431958495,
SCARA5,-0.075268851563033,0.5378490425342677,
MIR4287,-0.0021179164174325,0.4768112374906381,
RP11-597M17.3,-0.0059111451684981,0.5637240079556641,
RP11-597M17.2,-0.0006264674795738,0.921345617542577,
RP11-597M17.1,0.0110020684946415,0.2271614117675305,
NUGGC,-0.0461341383642805,0.6787075809348071,
ELP3,-0.0204493483345744,0.5450791875893521,
RP11-380I10.2,-0.0022262542004459,0.94346890799699,
RP11-380I10.3,0.0148039406350864,0.2080753772016509,
RP11-380I10.4,0.1116395650681983,0.0554199635810526,
RPL5P22,0.0184112764880761,0.7854526812342222,
PNOC,-0.0008611260407835,0.9920018152881608,
ZNF395,-0.0791534323328067,0.2366031660758899,
RP11-181B11.1,-0.0843040205962939,0.0240659129118332,
RNU6-178P,-0.0003033728891936,0.9669586133177804,
FBXO16,0.1718214013960689,0.0826164465798515,
RP11-181B11.2,0.0095478326905864,0.4621888474149407,
FZD3,-0.0385319408094676,0.6487234471582239,
MIR4288,0.0055633239174645,0.1603314696236162,
RNA5SP259,0.0054658707976612,0.4709829522904055,
EXTL3,0.1246461492011278,0.1465580033971162,
EXTL3-AS1,-0.0773056090623558,0.3445374344510925,
INTS9,-0.081768763945451,0.0023828274068392,
RP11-662B19.2,-0.0969654501848414,0.1761799774081349,
RP11-662B19.1,-0.0027236759666842,0.9461294828325232,
HMBOX1,-0.0403175885450254,0.193528878779862,
HMBOX1-IT1,-0.001262028718203,0.9448644292556516,
RNA5SP260,-0.0139148344463289,0.6399029679469597,
CTD-2647L4.4,0.0147316332825099,0.8401111026851411,
KIF13B,0.0100180694972302,0.7907452922883764,
CTD-2647L4.1,0.0094739246434814,0.64404227216851,
HMGB1P23,-0.0049204458352775,0.9096146952263046,
DUSP4,-0.5382229844429581,0.001907623965158,
RP4-676L2.1,-0.0226757215615749,0.2824870974686695,
RP11-486M23.1,0.0563229577337475,0.2959792384048649,
RP11-486M23.2,0.2737320631966763,0.0130810496752266,
RP11-486M23.3,0.0284456000263491,0.5149683703439307,
RPL17P33,-0.0328181339101582,0.2414137529201689,
LINC00589,0.0735932642956353,0.0242672292737918,
LINC02099,-0.0117474724805743,0.8571678158149408,
RP11-94H18.1,0.1007700188525378,0.119164673004293,
RP11-94H18.2,-0.0026968186015733,0.832113930398052,
RP11-489E7.1,0.030588465138164,0.0049374347240852,
LINC02209,0.0072226382149966,0.7778274880236584,
MIR3148,0.0034895734958086,0.4188550119437804,
MAP2K1P1,-0.0493915348123453,0.5100589854189475,
RNU6-1218P,-0.0016516101635763,0.7080699798505893,
SARAF,0.0427037141546523,0.3152992669025712,
RP11-489E7.4,-0.2031056268781872,0.1052939630138086,
LEPROTL1,-0.0692515539831556,0.0341470058857294,
RPS15AP24,-0.052578219782991,0.5584929203833567,
MBOAT4,-0.0486579950942848,0.5602483440983443,
RP11-51J9.5,-0.3133020579366293,0.0015329278192224,
DCTN6,-0.034231375372163,0.364908842139015,
RP11-51J9.4,-0.089601863098345,0.2764291746323705,
RP11-51J9.6,0.1492807584976303,0.0968336057482814,
HSPA8P11,0.0387713477645664,0.5186426496285572,
CTD-2345M20.2,-0.0198751309689864,0.3408364220297984,
CTD-3107M8.1,-0.0108404443527481,0.3324817105781166,
CTD-3107M8.2,0.0052172584521985,0.6668741138173355,
TUBBP1,-0.128914632806559,0.1766193430952621,
RBPMS-AS1,0.0010079198628736,0.9887838303557426,
RBPMS,0.1235548758019317,0.0613495737779242,
CTD-2373N4.3,0.1139691129564367,0.2043340385276273,
GTF2E2,-0.0147478007780782,0.62363880925338,
CTD-2373N4.5,0.0823397675024607,0.0606605460813952,
SMIM18,0.0273235226567449,0.6660579979192878,
RNU5A-3P,0.0116204523278421,0.5337083263589755,
GSR,0.1029246841754471,0.0280333083507384,
UBXN8,0.0086900137519206,0.8381738168089538,
RP11-465K4.4,0.0021167857732335,0.918463670985484,
PPP2CB,0.0799571422491853,0.0359755150188536,
TEX15,-0.0034976945171231,0.9639773722913206,
RP5-1009N12.1,-0.0489902069954286,0.1861820983293044,
RP11-293D9.2,0.0150028676535171,0.4681797233997944,
PURG,-0.0387380468615925,0.5571455937879305,
WRN,0.0961861145992188,0.1145691232615633,
SUMO2P16,0.0008713868854525,0.9703260133910356,
RP11-363L24.3,0.0212209209450583,0.5254711964614023,
KCTD9P6,0.0475501844168254,0.0757080596871283,
RP11-566H8.3,-0.0018589656627078,0.4768112374906381,
RP11-566H8.2,-0.0074670499521481,0.1606909412442963,
RP11-566H8.1,0.0,,
RNA5SP261,0.0,,
NRG1,-0.0248170051625267,0.8259268717835778,
NRG1-IT1,-0.0080520071467945,0.4112110270410637,
RNA5SP262,0.0,,
RNA5SP263,0.0,,
NRG1-IT3,0.0108935062839867,0.1603314696236162,
RNU6-663P,0.0,,
RP11-11N9.4,-0.0208003498324444,0.8013346196576204,
MTND1P6,-0.0157296589004329,0.3568198300372389,
MTND2P32,-0.0104406190729038,0.4472820842152233,
RANP9,-0.0029620658462554,0.3196729711093197,
RP11-451O18.1,0.007797200274668,0.6482775629604542,
RNU6-528P,0.0,,
RP11-722E23.2,0.1003376125147458,0.2856810742725575,
FUT10,0.077241931929715,0.3344731740022412,
RP11-359B20.1,0.0683292426779964,0.0302055698731927,
TTI2,0.0853343233891937,0.1441035500623135,
MAK16,0.0672624899866655,0.0773120389450496,
RP11-359B20.5,0.0081764160815395,0.4271186461713524,
RPL10P18,-0.0106081891480005,0.6775524435001185,
RNF122,-0.0273507116078988,0.5792965082160559,
RN7SL621P,0.0050930161877109,0.52994904072182,
DUSP26,-0.1687254317452225,0.2453790965512345,
RP11-317N12.1,-0.0087505609237911,0.7106116031892774,
BUD31P1,0.0,,
RN7SL457P,-0.0027382493079788,0.6503969384034727,
VENTXP5,-0.0162463098175085,0.2089228678126369,
RP1-273G13.1,-0.0080450486228824,0.8349503816999736,
RP1-273G13.2,-0.0598608125947598,0.3726322484468105,
RP1-273G13.3,0.0,,
RP11-431M3.1,0.0034757303788702,0.5061628808972414,
RP1-84O15.2,-0.0022251395278905,0.4768112374906381,
RP11-431M3.2,0.0012093014098475,0.842114130681501,
RPL10AP3,0.0450454753158388,0.0845057046825233,
LINC01288,-0.0035935166890172,0.332499543338854,
RP11-734J24.1,-0.0665958092499522,0.4382806877650067,
UNC5D,-0.0124546154956419,0.8433715918425206,
RP11-595O22.1,-0.0010229131335358,0.4768112374906369,
LSM12P1,0.0354201816678175,0.5821689326648289,
RP11-473J6.1,-0.0040614125623586,0.7692494390421613,
RP11-89M20.2,-0.0040350716854986,0.4768112374906381,
RP11-89M20.1,0.0,,
MTCYBP19,0.0010227445250111,0.9270363857276078,
MTND6P19,-0.0030105302934882,0.4768112374906378,
MTND5P41,0.0,,
RP11-139F9.1,0.0,,
RNU6-533P,0.0,,
RP11-593P24.4,-0.0016700879913715,0.4768112374906381,
RP11-962G15.1,0.0008670305944514,0.7946462606568346,
RPL23P10,0.0076318522456514,0.2139645490775711,
RNA5SP264,0.0,,
KCNU1,-0.0094590101653771,0.7255847250220957,
RP11-962G15.2,0.002080351902327,0.7100150121725255,
TPT1P8,0.0131981525221575,0.4362775400201966,
AC090453.1,-0.0094162217278187,0.5519124390972523,
RP11-419C23.1,-0.0050194060461312,0.7526386115389279,
SMARCE1P4,0.0192014797738105,0.0284436808234966,
RP11-527N22.1,-0.0092561047691109,0.9111178653334128,
RP11-527N22.2,0.0120824621442131,0.5151912730723806,
LINC01605,-0.0368602132142055,0.5067273215833374,
RP11-150O12.2,0.0055633239174645,0.1603314696236162,
RP11-150O12.6,0.029641429863989,0.6787898954344949,
RP11-150O12.5,-0.0119530790161011,0.4035706352606422,
RP11-150O12.3,-0.1400225352955398,0.0235995788209836,
RP11-150O12.4,0.009141888280118,0.3075347380658101,
RP11-346L1.2,0.0186060249160248,0.2265197776384953,
RNU6-607P,0.0,,
ZNF703,-0.4138437771363076,0.0011536600524036,
RP11-863K10.2,0.0386417884720786,0.1107260784818174,
RP11-863K10.7,0.2978294034280977,0.0357072921786989,
ERLIN2,0.1752063607412872,0.002919052471781,
RP11-863K10.4,0.1187294835552297,0.1932122386761108,
PROSC,0.0370974883680907,0.3801540818885773,
ADGRA2,0.0200215050354851,0.771728422459202,
BRF2,0.1341232831152096,0.0373027563057166,
RAB11FIP1,0.2496903690467668,0.0011605977359697,
RN7SL709P,0.0527107989341759,0.0718784848739899,
GOT1L1,-0.0171916653159705,0.4976618021172492,
ADRB3,0.0329052524572383,0.5292833752711337,
RPL12P48,-0.0050814693811764,0.3312645344921167,
EIF4EBP1,-0.1460621507109269,0.0074259500414322,
KB-1836B5.1,-0.0293746017185815,0.6949266481683904,
KB-1836B5.4,0.1034640983299744,0.1510327126456589,
ASH2L,0.0653519809012069,0.1156076683496219,
RNU6-988P,-0.0241186126694479,0.377240747426546,
RP11-90P5.5,0.0117406156483123,0.8710715053288263,
STAR,0.0078899153405951,0.9526952594177124,
RP11-90P5.2,0.0033298009392095,0.7546417240314951,
LSM1,0.0757319189866892,0.1344522416214922,
RNU6-323P,0.0259259692266714,0.4220120772149739,
BAG4,0.0647972380885721,0.1715611542798703,
RP11-90P5.1,-0.0125578066303932,0.774649635384269,
DDHD2,-0.054422314801788,0.296370602303015,
PLPP5,0.0211816482386969,0.6276911700687978,
NSD3,-0.0776657662606255,0.0359406814138272,
RP11-513D5.5,-0.0910718512542584,0.1110655622994694,
RP11-513D5.2,-0.0044080620161379,0.9081102192027388,
RP11-350N15.5,-0.1743241106250058,0.0119681642884517,
LETM2,0.0044145131838985,0.942762978982138,
RP11-350N15.3,-0.0256605906914794,0.6566379252254284,
RP11-350N15.6,0.0429191704644743,0.3487235182031019,
FGFR1,0.0017491085455993,0.9816870746875744,
RP11-350N15.4,0.1322336219586666,0.1926410956417771,
RPS20P22,-0.092773642425836,0.3358547627780186,
C8orf86,-0.0206156316947031,0.5057241977814302,
RP11-675F6.3,0.0049484631073101,0.6822443789029884,
RP11-675F6.4,-0.0063398255264283,0.6382926812479071,
RNF5P1,-0.1816521529490327,0.1140214612236281,
RP11-495O10.1,-0.0120767818055688,0.3783279259661659,
TACC1,0.0546888818277492,0.079279159984001,
RP11-723D22.2,-0.0109838532158959,0.7845764581070144,
RP11-723D22.3,-0.0148703559654761,0.8813516595657195,
PLEKHA2,-0.105821655090354,0.0069327671285799,
HTRA4,0.1172674793118833,0.2789044175705015,
TM2D2,0.0014482713356785,0.9637412817503092,
ADAM9,0.2070988399626968,0.0054551851476073,
ADAM32,0.2524150848569949,0.007078940836274,
RPL3P10,-0.0130991837333781,0.8208946099741302,
RP11-1113C11.2,0.0091442825117744,0.1436623072475618,
ADAM5,0.0038407778986369,0.8818931301314532,
ADAM3A,-0.0038407582900348,0.8884596069318009,
RP11-122L4.2,0.0049956448527352,0.7329486568973493,
ADAM18,-0.0267235395266039,0.3751143152731871,
ADAM2,-0.042106003746752,0.1737085243369507,
KB-1582A10.1,0.0112999939701269,0.3775475672868364,
KB-1582A10.2,0.0,,
IDO1,-0.7158013647332588,0.0002248601953907,
RP11-44K6.3,0.0158356729983352,0.2990006976931812,
RP11-44K6.2,-0.0261671076556474,0.203496959843895,
RP11-44K6.4,-0.0949520484906668,0.0609895711345308,
IDO2,-0.0328429296115984,0.7431071557060769,
RP11-44K6.5,-0.0012057290101722,0.9246114111994188,
RP11-359E19.1,-0.0022675256607068,0.7585757930033605,
RP11-359E19.2,0.0160743253822902,0.0825194290783661,
C8orf4,-0.1052355819900681,0.4320814309566075,
RP11-470M17.2,0.0109147392261908,0.1221124985657766,
CTA-392C11.1,0.0185955050895155,0.2198248094956314,
CTA-392C11.2,0.0,,
RP11-301G7.1,0.0064497903945929,0.7958082115751679,
ZMAT4,-0.2509578693615039,0.043283129005805,
RP11-465K16.1,-0.0014212731241014,0.8311228240890327,
RNU6-356P,0.0,,
SFRP1,0.2618180167704121,0.0204589908561724,
MIR548AO,0.0,,
RPS29P2,-0.0027669786309281,0.3441002215987264,
CTD-3080F16.3,0.0087152357131427,0.586928727656981,
RNU6-895P,0.0,,
RP11-15G16.1,0.002610927333528,0.7173656155427909,
GOLGA7,0.1977368497095923,5.543723501443882e-05,
KRT18P37,0.1166716360812916,0.1108522638941435,
GINS4,-0.0513751402062827,0.6265662959183601,
RP11-360L9.4,0.0459022969750122,0.5052058788114194,
RP11-360L9.7,-0.002115237105535,0.4768112374906378,
GPAT4,-0.0115166647112973,0.850019380663235,
NKX6-3,0.0943702377060469,0.3607737733578731,
ANK1,0.1013582701121926,0.4252384953366035,
MIR486-1,0.0,,
RP11-930P14.1,-0.008094933165292,0.941490997990837,
RP11-930P14.2,-0.0863570854455433,0.3129611856028187,
RN7SL149P,-0.001673765910537,0.8500488094706283,
KAT6A,0.0745680630537087,0.2125353570178808,
SNORD112,0.0135177325778104,0.2530877018442521,
RP11-589C21.1,0.0009374520755126,0.8683461031628839,
RP11-589C21.2,0.0372127488434941,0.1257467870065885,
RP11-589C21.6,-0.0195377389427147,0.8488121118147756,
RP11-589C21.5,-0.0292916313504234,0.7013953179680156,
AP3M2,-0.1118638117229012,0.1348501886279547,
PLAT,0.0595199276665823,0.5615922732729843,
RP11-231D20.2,-0.0004256207366967,0.9949358997908652,
IKBKB,-0.0226191148951782,0.285335535710879,
POLB,-0.063835057144967,0.2429260787062246,
RPL5P23,-0.1305025728463825,0.284717941361267,
DKK4,-0.0758789941883492,0.1366428685723683,
VDAC3,0.0521356202704044,0.1095420577384366,
SLC20A2,-0.08192783613137,0.0129882563792945,
RP11-1007J8.1,-0.0444723042039762,0.2197743730014179,
RP11-503E24.2,-0.0848852806764842,0.4191114864747743,
SMIM19,0.0231592189561315,0.4963633834346942,
CHRNB3,-0.0190767981062554,0.5741159214175748,
RP11-412B14.1,-0.0693829232066627,0.0521265339300958,
RP11-412B14.2,-0.0130775640117143,0.5403077984489729,
CHRNA6,-0.0132799360331978,0.812365436863095,
THAP1,0.2607234545688114,0.0006604868512763,
RNF170,0.1756902553719194,0.016116724999223,
RN7SL806P,0.0367959124621979,0.3906123024408152,
MIR4469,-0.0012464494840453,0.4768112374906378,
HOOK3,0.0282383328907867,0.4754957068203921,
FNTA,0.0536320588475387,0.0376881788009659,
RNU1-124P,-0.0150127143234849,0.5822815094007867,
POMK,0.1297231612062896,0.1265584272363613,
RP11-598P20.3,0.1671605291978216,0.0950016181541032,
HGSNAT,-0.0628519085376595,0.0922548897758488,
VN1R46P,0.0118533923520843,0.5123842450815903,
RP11-726G23.2,0.002003283258278,0.5156786182128322,
RP11-726G23.11,0.0165311203719821,0.0077335616895126,
RP11-359P18.2,0.0,,
RP11-726G23.3,0.0037777398253572,0.1603314696236162,
AFG3L2P1,0.0335465714774748,0.3774894640331409,
RP11-726G23.10,-0.0152254956389575,0.1759335061408593,
RP11-726G23.8,0.0,,
